Accession..,Family,Genus,Species,variety.hybrid,scientific_name,Native.country,Native.Region,Origin,Date.brought.in,number,form,plant.source,latest.update,Synonym
B2016.017,Orchidaceae,x Doritaenopsis,NA,NA,x Doritaenopsis  ,NA,NA,NA,21-Mar-16,0,plant(s),Foundation Plant Services,2/24/2023,Doritis buysoniana x Ph. violacea
B79.206,Bromeliaceae,x Cryptbergia,rubra,NA,x Cryptbergia rubra ,NA,American,horticultural origin,3-Oct-99,0,NA,Unknown,2/24/2023,#NAME?
B2009.236,Crassulaceae,x Cremnosedum,NA,'Crocodile',x Cremnosedum  'Crocodile',NA,NA,NA,8-Dec-09,1,plant(s),UC Santa Cruz Arboretum,2/24/2023,NA
B2007.148,Orchidaceae,x Colmanara,NA,Wildcat 'Lorene' AM/AOS,x Colmanara  Wildcat 'Lorene' AM/AOS,NA,NA,horticultural (hybrid) origin,26-Sep-07,0,plant(s),Alan Yip,2/24/2023,NA
B2003.121,Bignoniaceae,x Chitalpa,tashkentensis,NA,x Chitalpa tashkentensis ,NA,North American,hybrid horticultural origin,5-Nov-03,0,NA,Capitol Nursery,2/24/2023,#NAME?
B2005.022,Bignoniaceae,x Chitalpa,tashkentensis,'Pink Dawn',x Chitalpa tashkentensis 'Pink Dawn',NA,NA,horticultural (hybrid) origin,4-Feb-05,0,NA,Frantz Nursery,2/24/2023,#NAME?
B2008.007,Orchidaceae,x Brassolaeliocattleya,NA,Sanyung Ruby 'Grand Dragon',x Brassolaeliocattleya  Sanyung Ruby 'Grand Dragon',NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),Water Orchids,2/24/2023,NA
B2008.008,Orchidaceae,x Brassolaeliocattleya,NA,Eve Marie Barnett,x Brassolaeliocattleya  Eve Marie Barnett,NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),Water Orchids,2/24/2023, 'Magnificent Watermelon Gold' FCC/AOS
B2008.009,Orchidaceae,x Brassolaeliocattleya,NA,Chia Lin 'PCT' FCC/AOS,x Brassolaeliocattleya  Chia Lin 'PCT' FCC/AOS,NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),Water Orchids,2/24/2023,trigeneric hybrid
B2008.010,Orchidaceae,x Brassolaeliocattleya,NA,Hunting Island 'Hawaii' x TA 'Pizzazz',x Brassolaeliocattleya  Hunting Island 'Hawaii' x TA 'Pizzazz',NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),Four Seasons Orchids,2/24/2023,trigeneric hybrid
B2008.011,Orchidaceae,x Brassolaeliocattleya,NA,Chinese Beauty 'Orchid Queen' AM/ASROC,x Brassolaeliocattleya  Chinese Beauty 'Orchid Queen' AM/ASROC,NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),Four Seasons Orchids,2/24/2023,trigeneric hybrid
B2008.012,Orchidaceae,x Brassolaeliocattleya,NA,Lucky Strike 'Yen #6',x Brassolaeliocattleya  Lucky Strike 'Yen #6',NA,NA,horticultural (hybrid) origin,7-Jan-08,1,plant(s),Ontario Orchids,2/24/2023,trigeneric hybrid
B2008.202,Orchidaceae,x Brassolaeliocattleya,NA,Chia Lin 'Golden Super',x Brassolaeliocattleya  Chia Lin 'Golden Super',NA,NA,NA,20-Nov-08,0,plant(s),Water Orchids,2/24/2023,NA
B92.685,Orchidaceae,x Brassocattleya,NA,NA,x Brassocattleya  ,NA,NA,horticultural origin,26-Jul-92,0,NA,David Tufenkian,2/24/2023,Cattleya guttata alba x Brassavola cucullata
B2013.359,Orchidaceae,x Bollopetalum,NA,Midnight Blue 'Cardinal Roost',x Bollopetalum  Midnight Blue 'Cardinal Roost',NA,NA,hoticultural (hybrid) origin,17-Sep-14,0,NA,Alan Yip,2/24/2023,NA
B2000.058,Liliaceae,x Astroworthia,bicarinata,NA,x Astroworthia bicarinata ,South Africa,South African,South Africa (Western Cape: Montagu District),4-Sep-00,0,NA,RSVP,2/24/2023,#NAME?
B88.248,Orchidaceae,x Angulocaste,NA,NA,x Angulocaste  ,Unknown,Unknown,hybrid origin,10-May-88,0,NA,Andy Walker,2/24/2023,Lycaste skinneri x Anguloa clowesii
B2011.008,Asteraceae,Wyethia,helenioides,NA,Wyethia helenioides ,United States,North American,California,8-Feb-11,0,seed(s),Hal and Reynatta Hoberecht,2/24/2023,NA
B2012.019,Asteraceae,Wyethia,helenioides,NA,Wyethia helenioides ,United States,North American,California,13-Feb-12,0,NA,Hal and Reynatta Hoberecht,2/24/2023,NA
B2017.138,Asteraceae,Wyethia,angustifolia,NA,Wyethia angustifolia ,United States,North American,California to Washington State,3-Apr-17,3,plant(s),California Flora Nursery,2/24/2023,NA
B2019.283,Asteraceae,Wyethia,angustifolia,NA,Wyethia angustifolia ,United States,North American,California to Washington State,24-Jun-19,6,NA,California Flora Nursery,2/24/2023,NA
B2019.069,Colchicaceae,Wurmbea,stricta,NA,Wurmbea stricta ,South Africa,South African,South Africa (Cape Province),29-Jan-19,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2013.028,Amaryllidaceae,Worsleya,procera,NA,Worsleya procera ,Brazil,South American,southeastern Brazil (Organ Mountains),10-Jun-13,0,NA,Dean Kelch,2/24/2023,NA
B2017.015,Amaryllidaceae,Worsleya,procera,NA,Worsleya procera ,Brazil,South American,southeastern Brazil (Organ Mountains),5-Jan-17,5,plant(s),Colin Davis,2/24/2023,NA
B2017.032,Amaryllidaceae,Worsleya,procera,NA,Worsleya procera ,Brazil,South American,southeastern Brazil (Organ Mountains),5-Jan-17,0,plant(s),Colin Davis,2/24/2023,NA
B61.076,Blechnaceae,Woodwardia,orientalis,NA,Woodwardia orientalis ,Multiple Countries,Asian,"Japan, China",NA,0,NA,Unspecified,2/24/2023,NA
BAB.013,Blechnaceae,Woodwardia,sp,NA,Woodwardia sp ,Multiple Countries,Mixed regions,within Eurasia or North  America,NA,0,NA,Unknown,2/24/2023,NA
B2008.072,Araucariaceae,Wollemia,nobilis,NA,Wollemia nobilis ,Australia,Australian,Australia (New South Wales),18-Mar-08,0,plant(s),National Geographic Society,2/24/2023,NA
B2002.003,Araceae,Wolffia,arrhiza,NA,Wolffia arrhiza ,Multiple Countries,Multiple Regions,"Eurasia, Africa, Australia",20-Feb-02,0,NA,"Tim Devine, CSUC (Chico)",2/24/2023,NA
BAB.594,Solanaceae,Withania,qaraitica,NA,Withania qaraitica ,Multiple Countries,Middle East,"southern Yemen, Oman",7-Jul-09,0,NA,NA,2/24/2023,NA
B94.333,Asteraceae,Wilkesia,hobdyi,NA,Wilkesia hobdyi ,United States,Hawaii,western Kauai (Hawaiian Islands),13-Jul-94,0,NA,Don Kyhos,2/24/2023,NA
BAB.337,Asteraceae,Wilkesia,hobdyi,NA,Wilkesia hobdyi ,United States,Hawaii,western Kauai (Hawaiian Islands),NA,0,NA,NA,2/24/2023,NA
BAB.110,Cupressaceae,Widdringtonia,nodiflora,NA,Widdringtonia nodiflora ,Multiple Countries,African,"S. Africa, Moz., Zimb. to  Malawi",NA,0,NA,Unknown,2/24/2023,NA
B98.059,Hyacinthaceae,Whiteheadia,bifolia,NA,Whiteheadia bifolia ,Multiple Countries,South African,"S. Africa, S. Namibia",9-Jan-98,0,NA,John Bleck,2/24/2023,NA
B2011.083,Asclepiadaceae,White-sloanea,crassa,NA,White-sloanea crassa ,Somalia,African,Northern Somalia (Somaliland),NA,50,seed(s),Pijaya Vachajitpan,2/24/2023,NA
B2007.121,Hydrangeaceae,Whipplea,modesta,NA,Whipplea modesta ,United States,North American,California to Washington state,27-Sep-07,0,plant(s),California Flora Nursery,2/24/2023,NA
B2019.360,Hydrangeaceae,Whipplea,modesta,NA,Whipplea modesta ,United States,North American,California to Washington state,18-Sep-19,5,plant(s),California Flora Nursery,2/24/2023,NA
B2016.307,Lamiaceae,Westringia,fruticosa,NA,Westringia fruticosa ,NA,NA,NA,14-Nov-16,3,plant(s),"Arboretum, UCD",2/24/2023,WES04
B2016.315,Lamiaceae,Westringia,fruticosa,'Mundi',Westringia fruticosa 'Mundi',NA,NA,NA,14-Nov-16,0,plant(s),"Arboretum, UCD",2/24/2023,NA
B2016.316,Lamiaceae,Westringia,fruticosa,NA,Westringia fruticosa ,NA,NA,NA,14-Nov-16,0,plant(s),First Step Greenhouses,2/24/2023,NA
B2001.047,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,28-Feb-01,0,NA,Sillverhill Seeds,2/24/2023,NA
B2002.139,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,14-Nov-02,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2003.083,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,21-Apr-03,0,NA,Dieter Von Willert,2/24/2023,Rhino camp seed
B2003.084,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,21-Apr-03,0,NA,Dieter Von Willert,2/24/2023,"Uis, Namibia"
B2004.097,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,25-Aug-04,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2007.001,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,16-Jan-07,0,NA,Brant Jorgensen,2/24/2023,Khorixas seed
B2013.346,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,15-Jul-13,0,NA,Pijaya Vachajitpan,2/24/2023,NA
B2014.160,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,29-Oct-14,100,seed(s),Silverhill Seeds,2/24/2023,NA
B2015.112,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,25-Mar-15,200,seed(s),"Tim Devine, CSUC (Chico)",2/24/2023,NA
B2019.149,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,9-Apr-19,95,seed(s),Tim Harvey,2/24/2023,NA
B2022.261,Welwitschiaceae,Welwitschia,mirabilis,2021seed,Welwitschia mirabilis 2021seed,NA,NA,NA,17-Nov-22,62,seed(s),Mark Dimmit,2/24/2023,NA
B2022.262,Welwitschiaceae,Welwitschia,mirabilis,Angola population,Welwitschia mirabilis Angola population,NA,NA,NA,21-Nov-22,52,seed(s),Mark Dimmit,2/24/2023,NA
B64.001,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,11-Dec-63,0,NA,Bloemerf Nursery,2/24/2023,female
B68.257,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,12-Jul-68,0,seed(s),"Hortus Botanicus Coimbra, Portugal",2/24/2023,male
B79.027,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,South African,Namibia and southern Angola,17-Feb-79,0,NA,Sam Williams,2/24/2023,female
B92.975,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,15-Dec-92,0,NA,Leo Song at CSUF,2/24/2023,save for BIS 1C
B93.420,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,7-Oct-93,0,seed(s),BAA.269,2/24/2023,NA
B93.553,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,15-Sep-93,0,NA,Tim Metcalf,2/24/2023,NA
B95.001,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,NA,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B98.201,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,2-Jul-98,0,NA,Leo Song at CSUF,2/24/2023,NA
B98.202,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,2-Jul-98,0,NA,Leo Song at CSUF,2/24/2023,NA
B98.293,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,16-Sep-98,0,NA,George Mason,2/24/2023,NA
BAA.269F,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,NA,0,NA,NA,2/24/2023,female
BAA.273,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,NA,0,NA,NA,2/24/2023,male
BAB.136,Welwitschiaceae,Welwitschia,mirabilis,NA,Welwitschia mirabilis ,Multiple Countries,African,Namibia and southern Angola,NA,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B96.074,Cunoniaceae,Weinmannia,richii,NA,Weinmannia richii ,Fiji,NA,NA,16-Apr-96,0,NA,Jason C. Bradford,2/24/2023,NA
B2005.257,Cactaceae,Weingartia,rubro-aurea,NA,Weingartia rubro-aurea ,NA,NA,NA,29-Jun-05,0,NA,NA,2/24/2023,NA
B2014.158,Iridaceae,Watsonia,tabularis,NA,Watsonia tabularis ,South Africa,South African,South Africa (Cape province),29-Oct-14,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2015.115,Iridaceae,Watsonia,coccinea,NA,Watsonia coccinea ,South Africa,South African,South Africa,20-Aug-15,20,bulb(s),Colin Davis,2/24/2023,NA
B2015.140,Iridaceae,Watsonia,tabularis,NA,Watsonia tabularis ,South Africa,South African,South Africa (Cape province),20-Aug-15,2,bulb(s),Colin Davis,2/24/2023,NA
B2015.141,Iridaceae,Watsonia,emiliae,NA,Watsonia emiliae ,South Africa,South African,South Africa (Cape Province),20-Aug-15,3,bulb(s),Colin Davis,2/24/2023,NA
B2015.150,Iridaceae,Watsonia,aletroides,NA,Watsonia aletroides ,South Africa,South African,South Africa (Cape Province),20-Aug-15,20,bulb(s),Colin Davis,2/24/2023,NA
B2006.127,Orchidaceae,Warscewiczella,amazonica,NA,Warscewiczella amazonica ,Multiple Countries,South American,"Brazil, Surinam, Venez., Colombia, Ecuador, Peru",8-Jun-06,0,NA,Norman's Orchids,2/24/2023,#NAME?
B2009.111,Haemodoraceae,Wachendorfia,thyrsiflora,NA,Wachendorfia thyrsiflora ,South Africa,South African,South Africa (Western Cape and Eastern Cape),19-May-09,1,plant(s),Annie's Annuals & Perennials,2/24/2023,NA
B98.330,Haemodoraceae,Wachendorfia,thyrsiflora,NA,Wachendorfia thyrsiflora ,Multiple Countries,South African,SW Africa and S Cape,17-Jul-98,0,NA,"Strybing Arboretum, SF",2/24/2023,NA
B2010.153,Bromeliaceae,Vriesea,x cardinalis,NA,Vriesea x cardinalis ,NA,NA,horticultural (hybrid) origin,14-Oct-10,0,plant(s),"Don Agostinelli, CSUS",2/24/2023,#NAME?
B82.1002,Bromeliaceae,Vriesea,gladioflammans,NA,Vriesea gladioflammans ,Brazil,South American,Brazil,27-Oct-82,0,NA,"Don Agostinelli, CSUS",2/24/2023,hybrid?
B82.228,Bromeliaceae,Vriesea,fosteriana,'Red Chestnut',Vriesea fosteriana 'Red Chestnut',Brazil,South American,Brazil,NA,0,plant(s),"Don Agostinelli, CSUS",2/24/2023,NA
B82.994,Bromeliaceae,Vriesea,carinata,NA,Vriesea carinata ,Brazil,South American,eastern Brazil,27-Oct-82,0,NA,"Don Agostinelli, CSUS",2/24/2023,hybrid
B93.032,Bromeliaceae,Vriesea,scalaris,NA,Vriesea scalaris ,Brazil,South American,Brazil,2-Feb-93,1,plant(s),"Don Agostinelli, CSUS",2/24/2023,NA
B97.028,Vittariaceae,Vittaria,lineata,NA,Vittaria lineata ,Multiple Countries,American,"Florida, Georgia, Mexico, W Indies, C & S America",NA,0,NA,"Don Agostinelli, CSUS",2/24/2023,NA
B97.089,Vitaceae,Vitis,davidii,NA,Vitis davidii ,China,Asian,China,NA,0,NA,Anthony Lord,2/24/2023,NA
B96.249,Verbenaceae,Vitex,agnus-castus,NA,Vitex agnus-castus ,NA,European,NA,12-Aug-96,0,NA,"Tim Devine, CSUC (Chico)",2/24/2023,NA
B79.247,Viscaceae,Viscum,minimum,NA,Viscum minimum ,South Africa,South African,South Africa,3-Dec-79,0,NA,Abbey Gardens,2/24/2023,NA
B82.585,Orchidaceae,Virichocerog,antennifera,NA,Virichocerog antennifera ,Ecuador,NA,NA,NA,0,NA,NA,2/24/2023,NA
B2007.193,Violaceae,Viola,pedata,NA,Viola pedata ,United States,North American,eastern North America,27-Oct-08,0,NA,Dean Kelch,2/24/2023,NA
B2013.326,Violaceae,Viola,adunca,NA,Viola adunca ,United States,North American,northwestern to eastern US,15-Jun-13,0,plant(s),Annie's Annuals & Perennials,2/24/2023,NA
B2013.336,Violaceae,Viola,adunca,NA,Viola adunca ,United States,North American,northwestern to eastern US,NA,3,NA,Mostly Natives,2/24/2023,NA
B97.297,Violaceae,Viola,azorica,NA,Viola azorica ,NA,NA,Mediterranean,NA,0,NA,Dean Kelch,2/24/2023,NA
B98.147,Violaceae,Viola,sp,NA,Viola sp ,Malaysia,Indomalaysian,Pahang State,19-May-98,0,NA,"Strybing Arboretum, SF",2/24/2023,NA
B99.311,Violaceae,Viola,tricolor,NA,Viola tricolor ,NA,NA,NA,NA,0,NA,Botanical Interests,2/24/2023,NA
B2005.044,Apocynaceae,Vinca,minor,NA,Vinca minor ,Multiple Countries,European,Europe,10-Mar-05,0,NA,Frantz Nursery,2/24/2023,NA
B96.336,Apocynaceae,Vinca,minor,'El Torcal',Vinca minor 'El Torcal',Spain,NA,NA,1-Jun-96,0,NA,Dean Kelch,2/24/2023,NA
B88.364,Crassulaceae,Villadia,imbricata,NA,Villadia imbricata ,Mexico,Middle America,Mexico,21-Jun-88,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B2004.130,Caprifoliaceae,Viburnum,lentago,NA,Viburnum lentago ,Multiple Countries,North American,"Canada to Georgia, west to Missouri",NA,0,NA,Anthony Lord,2/24/2023,NA
B2005.193,Hypnaceae,Vesicularia,dubyana,NA,Vesicularia dubyana ,Multiple Countries,South East Asia,South East Asia,7-May-05,0,NA,Tuan Nguyen,2/24/2023,NA
B90.202,Plantaginaceae,Veronica,officinalis,NA,Veronica officinalis ,Multiple Countries,European,Europe,NA,0,NA,NA,2/24/2023,NA
B2000.230,Verbenaceae,Verbena,gooddingii,NA,Verbena gooddingii ,Multiple Countries,North American,southern western North America,27-Dec-00,0,NA,Theodore Payne Foundation,2/24/2023,NA
B2014.018,Verbenaceae,Verbena,lilacina,'De La Mina',Verbena lilacina 'De La Mina',Mexico,Middle America,Cedros Island,29-Jan-14,1,plant(s),Annie's Annuals & Perennials,2/24/2023,NA
B2016.252,Verbenaceae,Verbena,lilacina,'De La Mina',Verbena lilacina 'De La Mina',Mexico,Middle America,Cedros Island,1-Sep-16,1,plant(s),California Flora Nursery,2/24/2023,NA
B2006.046,Scrophulariaceae,Verbascum,bombyciferum,'Polar Summer',Verbascum bombyciferum 'Polar Summer',Turkey,Middle East,Turkey,13-Mar-06,0,NA,"Arboretum, UCD",2/24/2023,NA
B95.198,Liliaceae,Verabrum,californicum,NA,Verabrum californicum ,NA,NA,NA,NA,0,NA,Geeta Bharathan,2/24/2023,NA
B2002.008,Asteraceae,Venegasia,carpesioides,NA,Venegasia carpesioides ,Multiple Countries,North American,western California and Baja California (Mexico),14-Jan-02,0,NA,Theodore Payne Foundation,2/24/2023,NA
B2019.363,Asteraceae,Venegasia,carpesioides,NA,Venegasia carpesioides ,Multiple Countries,North American,western California and Baja California (Mexico),18-Sep-19,1,plant(s),California Flora Nursery,2/24/2023,NA
B2005.054,Hyacinthaceae,Veltheimia,bracteata,NA,Veltheimia bracteata ,South Africa,South African,South Africa: South Eastern Cape,12-Apr-05,0,NA,Huntington Botanical Gardens,2/24/2023,NA
B2009.299,Hyacinthaceae,Veltheimia,capensis,NA,Veltheimia capensis ,South Africa,South African,South Africa,NA,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2014.058,Hyacinthaceae,Veltheimia,bracteata,NA,Veltheimia bracteata ,South Africa,South African,South Africa,30-Apr-14,0,seed(s),Silverhill Seeds,2/24/2023,NA
B2016.267,Hyacinthaceae,Veltheimia,bracteata,NA,Veltheimia bracteata ,South Africa,South African,South Africa: South Eastern Cape,11-Sep-16,0,bulb(s),Ernesto Sandoval,2/24/2023,yellow
B2016.268,Hyacinthaceae,Veltheimia,bracteata,NA,Veltheimia bracteata ,South Africa,South African,South Africa: South Eastern Cape,11-Sep-16,0,seed(s),Ernesto Sandoval,2/24/2023,yellow
B2017.044,Hyacinthaceae,Veltheimia,capensis,NA,Veltheimia capensis ,South Africa,South African,South Africa,3-Jan-17,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B93.383,Hyacinthaceae,Veltheimia,bracteata,NA,Veltheimia bracteata ,South Africa,South African,South Africa,11-Aug-93,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B95.038,Hyacinthaceae,Veltheimia,capensis,NA,Veltheimia capensis ,South Africa,South African,South Africa,12-Feb-95,0,NA,Sam/Dorothy Williams,2/24/2023,#NAME?
B96.410,Hyacinthaceae,Veltheimia,bracteata,NA,Veltheimia bracteata ,South Africa,South African,South Africa,19-Nov-96,0,NA,Anthony Lord,2/24/2023,NA
B96.319,Velloziaceae,Vellozia,sp,NA,Vellozia sp ,Brazil,South American,Brazil,2-Sep-96,0,NA,Dylan P. Hannon,2/24/2023,NA
B97.149,Velloziaceae,Vellozia,sp,NA,Vellozia sp ,NA,American,within Tropical  America,14-Jul-97,0,NA,Dylan P. Hannon,2/24/2023,NA
BAB.367,Arecaceae,Veitchia,NA,NA,Veitchia  ,NA,NA,Palawan Islands,NA,0,NA,NA,2/24/2023,V. merrillii?
B2005.042,Orchidaceae,Vanilla,planifolia,variegated,Vanilla planifolia variegated,Multiple Countries,American,"Florida, West Indies, Central and South America",8-Mar-05,0,NA,Antonio Nguyen,2/24/2023,NA
B2014.119,Orchidaceae,Vanilla,dilloniana,NA,Vanilla dilloniana ,Multiple Countries,Caribbean,"Florida, Puerto Rico, Hispaniola, Cuba, Leeward Is",25-Sep-14,0,NA,Travis Alexander,2/24/2023,NA
B2014.121,Orchidaceae,Vanilla,planifolia,NA,Vanilla planifolia ,Multiple Countries,American,"Florida, West Indies, C America & N South America",25-Sep-14,0,NA,Travis Alexander,2/24/2023,NA
B2016.013,Orchidaceae,Vanilla,NA,NA,Vanilla  ,NA,NA,NA,21-Mar-16,0,plant(s),Foundation Plant Services,2/24/2023,NA
B2018.017,Orchidaceae,Vanilla,chamissonis,NA,Vanilla chamissonis ,Multiple Countries,South American,"Bolivia, southern Brazil, Argentina",1-Feb-18,0,NA,Calwest Tropical Supply,2/24/2023,NA
B60.072,Orchidaceae,Vanilla,planifolia,#NAME?,Vanilla planifolia = V. aromatica,Multiple Countries,American,"Florida, West Indies, Central and South America",NA,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
B77.086,Orchidaceae,Vanilla,sp,NA,Vanilla sp ,NA,NA,NA,5-Aug-77,0,cutting(s),Grady L. Webster,2/24/2023,NA
B79.005,Orchidaceae,Vanilla,sp,NA,Vanilla sp ,Multiple Countries,Multiple Regions,NA,23-Jan-79,0,cutting(s),Huntington Botanical Gardens,2/24/2023,NA
B83.089,Orchidaceae,Vanilla,planifolia,NA,Vanilla planifolia ,Multiple Countries,American,"Florida, West Indies, Central and South America",NA,0,NA,NA,2/24/2023,NA
B97.052,Orchidaceae,Vanilla,imperialis,NA,Vanilla imperialis ,Multiple Countries,African,"western, central and tropical East Africa",3-Mar-97,0,NA,"Berkeley, UC Botanic Garden",2/24/2023,NA
BAB.505,Orchidaceae,Vanilla,planifolia,NA,Vanilla planifolia ,Multiple Countries,American,"Florida, West Indies, Central and South America",30-Jan-03,0,NA,Collection Plant (UCD Botanical Conservatory),2/24/2023,NA
B2021.242,Aizoaceae,Vanheerdea,divergens,NA,Vanheerdea divergens ,South Africa,South African,South Africa (Northern Cape Province),22-Aug-22,0,seed(s),Silverhill Seeds,2/24/2023,NA
B95.261,Rubiaceae,Vangueria,sp,NA,Vangueria sp ,NA,NA,NA,NA,0,NA,Ivan Buddenhagen,2/24/2023,NA
B97.303,Orchidaceae,Vandopsis,lissochiloides,NA,Vandopsis lissochiloides ,Multiple Countries,South East Asia,"Philippines, Thailand, Laos and New Guinea",20-Oct-97,0,NA,Julie Pear,2/24/2023,NA
